h1,h2,tau1,tau2,balk_high,class_id,mean,std,n,se,ci95,metric
5,5,5,9,0.7,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,5,12,0.3,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,5,12,0.3,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,5,12,0.5,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,5,12,0.5,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,5,12,0.7,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,5,12,0.7,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,5,0.3,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,5,0.3,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,5,0.5,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,5,0.5,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,5,0.7,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,5,0.7,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,9,0.3,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,9,0.3,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,9,0.5,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,9,0.5,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,9,9,0.7,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,9,9,0.7,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,12,12,0.3,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,12,12,0.3,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,12,12,0.5,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,12,12,0.5,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,5,12,12,0.7,1,0.3203805584225507,0.002825761250166419,50,0.00039962298840137017,0.0007832610572666855,percent_serviced
5,5,12,12,0.7,2,0.32017121915610014,0.0030540821268203277,50,0.0004319124364350574,0.0008465483754127126,percent_serviced
5,7,5,9,0.3,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,9,0.3,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,5,9,0.5,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,9,0.5,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,5,9,0.7,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,9,0.7,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,5,12,0.3,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,12,0.3,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,5,12,0.5,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,12,0.5,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,5,12,0.7,1,0.11053192281364525,0.0024140342365541003,50,0.00034139599573677887,0.0006691361516440866,percent_serviced
5,7,5,12,0.7,2,0.5305495070625857,0.004789517339966221,50,0.0006773400379401339,0.0013275864743626624,percent_serviced
5,7,9,5,0.3,1,0.11022800012736955,0.0025288114441284013,50,0.00035762794409706773,0.0007009507704302528,percent_serviced
