class1_high_balk,seed,average_utilization,overall_percent_serviced,total_served,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked
0.1,51,0.8417808219178082,0.2664638122147359,9808,9.446814360908162,10.074054441707462,0.20619874653113404,36808,25458,32071,6613
0.1,52,0.8402397260273973,0.2660243324895893,9774,9.451777639170436,10.068569114302626,0.20084737842300382,36741,25652,32099,6447
0.1,53,0.8461472602739726,0.2713736263736264,9878,9.43483513913789,10.050216909584595,0.199213507693268,36400,25658,32041,6383
0.1,54,0.8359589041095891,0.2660655737704918,9738,9.430745281183109,10.061808858960894,0.20630753073454006,36600,25695,32374,6679
0.1,55,0.8434075342465753,0.2687457256189304,9824,9.433346333853354,10.056187810945273,0.2027363184079602,36555,25640,32160,6520
0.1,56,0.8402397260273973,0.2661661089801137,9784,9.461631161561188,10.071979114868224,0.2005221282943809,36759,25724,32176,6452
0.1,57,0.8430650684931507,0.2649909554793596,9815,9.431874096926622,10.05545171339564,0.2022741433021807,37039,25607,32100,6493
0.1,58,0.8376712328767123,0.26812751197489404,9740,9.402947352049148,10.010986267166043,0.1973158551810237,36326,25718,32040,6322
0.1,59,0.8475171232876713,0.2690330477356181,9891,9.410053012421159,10.036905387444751,0.20121781596760732,36765,25843,32353,6510
0.1,60,0.842208904109589,0.27047755676331836,9804,9.460835051947546,10.06772100567721,0.19835922390666916,36247,25699,32058,6359
0.1,61,0.84375,0.26810511155194433,9866,9.41413553667714,10.042302336376295,0.20225901284233327,36799,25779,32315,6536
0.1,62,0.8393835616438357,0.2663835116665305,9784,9.448864079943789,10.060605114434695,0.20011240515814782,36729,25618,32027,6409
0.1,63,0.8449486301369863,0.2701590784421284,9850,9.428827774527013,10.044125448587923,0.20003120611639882,36460,25635,32045,6410
0.1,64,0.8351027397260274,0.26505039498774174,9730,9.441295075610702,10.062716691431401,0.2016468548786528,36710,25790,32304,6514
0.1,65,0.8449486301369863,0.2665352310476139,9869,9.445282432064689,10.065341084791886,0.20455810501577093,37027,25723,32338,6615
0.1,66,0.8415239726027397,0.2705171367073238,9803,9.411645411645411,10.029715319135668,0.20049265691746437,36238,25641,32071,6430
0.1,67,0.8464041095890411,0.27075158466646543,9867,9.405725146425663,10.027191080829978,0.20157943635800557,36443,25781,32290,6509
0.1,68,0.8393835616438357,0.267309425613853,9787,9.46120824227287,10.07648928215354,0.20164506480558325,36613,25624,32096,6472
0.1,69,0.8468321917808219,0.2704781192698213,9883,9.41800981079187,10.029484105980883,0.20028643482051123,36539,25686,32119,6433
0.1,70,0.8416095890410958,0.26972941726994965,9799,9.4062329991451,10.033023255813953,0.202046511627907,36329,25734,32250,6516
